이카운트_품목코드,이카운트_품목명,카페24_매칭명,카페24_상품코드,카페24_품목코드,유사도
(1)800타카FST18,◈FST18 [얇은 콘크리트용],CRC보드하지용 미색 12T x 900 x 1800,P0000BSU,P0000BSU000E,30.0
(1)800타카FST25,◈FST25 [얇은 콘크리트용],목공용 본드 205 205 오공본드 (낱개),P0000BGK,P0000BGK000A,31.25
(1)800타카FST30,◈FST30 [얇은 콘크리트용],삼나무 집성판솔리드 18T x 300 x 2440,P0000BEZ,P0000BEZ000F,30.77
(1)800타카JST18,◈JST18[콘크리트용/테이프마감](=LST18),마감용 구조재인테리어등급 1” X 8” (19mm X 184mm),P0000BEL,P0000BEL000C,37.74
(1)800타카JST25,◈JST25[콘크리트용/테이프마감](=LST25),마감용 구조재인테리어등급 2” X 10” (38mm X 235mm),P0000BEL,P0000BEL000K,33.33
(1)800타카JST32,◈JST32[콘크리트용/테이프마감](=LST32),마감용 구조재인테리어등급 2” X 2” (38mm X 38mm),P0000BEL,P0000BEL000G,35.56
(1)800타카JST38,◈JST38[콘크리트용/테이프마감](=LST38),마감용 구조재인테리어등급 2” X 2” (38mm X 38mm),P0000BEL,P0000BEL000G,35.56
(1)800타카JST45,◈JST45[콘크리트용/테이프마감](=LST45),실린더BPL-5001 WT (핀/화이트) BPL-5001 화이트,P0000CTR,P0000CTR000B,29.79
(1)800타카JST50,◈JST50[콘크리트용/테이프마감](=LST50),실린더BPL-5001 WT (핀/화이트) BPL-5001 화이트,P0000CTR,P0000CTR000B,34.04
(1)800타카JST64,◈JST64[콘크리트용/테이프마감](=LST64),마감용 구조재인테리어등급 60mm X 60mm,P0000BEL,P0000BEL000N,32.56
(1)800타카T50,◈T50 (=C50) (티),"C타카핀타카핀(C50,C57,C64) C50 (T50)",P0000BVS,P0000BVS000A,87.5
(1)800타카T57,◈T57 (=C57) (티),"C타카핀타카핀(C50,C57,C64) C57 (T57)",P0000BVS,P0000BVS000B,87.5
(1)800타카T64,◈T64 (=C64) (티),"C타카핀타카핀(C50,C57,C64) C64 (T64)",P0000BVS,P0000BVS000C,87.5
(1)800테잎25은,◈은박테이프 (단열재 전용) 25M (소),단열재 은박테이프열반사단열재전용 은박테이프 폭 5cm 길이 40m,P0000BIG,P0000BIG000A,66.67
(1)800테잎50은,◈은박테이프 (단열재 전용) 50M (대)★,단열재 은박테이프열반사단열재전용 은박테이프 폭 5cm 길이 40m,P0000BIG,P0000BIG000A,66.67
(1)800테잎마스대,◈마스킹테이프 (대) 50mm*40M,방부 라티스 (15T) 15T x 1200mm x 2400mm,P0000BTH,P0000BTH000A,48.89
(1)800테잎마스소,◈마스킹테이프 (소) 25mm*40M,방부 라티스 (15T) 15T x 1200mm x 2400mm,P0000BTH,P0000BTH000A,53.33
(1)800테잎박스,◈테이프(OPP 박스테이프),단열재 은박테이프열반사단열재전용 은박테이프 폭 5cm 길이 40m,P0000BIG,P0000BIG000A,36.73
(1)800테잎청,◈테이프(청테이프),단열재 은박테이프열반사단열재전용 은박테이프 폭 5cm 길이 40m,P0000BIG,P0000BIG000A,31.82
(1)800테잎커버2000,◈커버링테이프 (중) 2000mm*20M,방부 라티스 (15T) 15T x 1200mm x 2400mm,P0000BTH,P0000BTH000A,55.32
(1)800테잎커버2700,◈커버링테이프 (대) 2700mm*20M,방부 라티스 (15T) 15T x 1200mm x 2400mm,P0000BTH,P0000BTH000A,55.32
(1)800테잎커버900,◈커버링테이프 (소) 900mm*20M,방부 라티스 (15T) 15T x 1200mm x 2400mm,P0000BTH,P0000BTH000A,52.17
(1)800테잎플로,◈우벤테이프 ★(플로베니아/골판지 용),플로베니아 백색 900*1800 풀로베니아(플라스틱) 보양재 3T x 900 x 1800,P0000BLQ,P0000BLQ000A,45.45
(1)800텐텐지,◈텐텐지 (건축용 보양재) 1.8M*85M,방부목각재/데크재 2” X 12” (38mm X 285mm),P0000BEI,P0000BEI000I,53.06
(1)800톱날265대,◈톱날 265mm (국산/대건) [1봉(3개입)],"톱날 ( 대건금속, 타지마 ) 톱날 265 mm / 대건금속",P0000BIZ,P0000BIZ000A,56.41
(1)800톱날300대,◈톱날 300mm (국산/대건) [1봉(3개입)],"톱날 ( 대건금속, 타지마 ) 톱날 300 mm / 대건금속",P0000BIZ,P0000BIZ000C,56.41
(1)800톱날330대,◈톱날 330mm (국산/대건) [1봉(3개입)],"톱날 ( 대건금속, 타지마 ) 톱날 330 mm / 대건금속",P0000BIZ,P0000BIZ000E,56.41
(1)800톱날A265타,◈톱날 265mm (일제/타지마)[1봉(3개입)],"톱날 ( 대건금속, 타지마 ) 톱날 265 mm / 대건금속",P0000BIZ,P0000BIZ000A,65.0
(1)800톱날A300타,◈톱날 300mm (일제/타지마)[1봉(3개입)],"톱날 ( 대건금속, 타지마 ) 톱날 300 mm / 대건금속",P0000BIZ,P0000BIZ000C,65.0
(1)800톱날A330타,◈톱날 330mm (일제/타지마)[1봉(3개입)],"톱날 ( 대건금속, 타지마 ) 톱날 330 mm / 대건금속",P0000BIZ,P0000BIZ000E,65.0
(1)800톱대,◈톱대 (손잡이) 권총형,무초산형 실리콘 무초산형 실리콘 [투명],P0000BHE,P0000BHE000A,28.57
(1)800퍼티20,◈마스터 퍼티 (내부용/20KG) 大,석재용 접착제 (에폭시) 석재용 에폭시 (20kg),P0000BGS,P0000BGS000B,51.61
(1)800퍼티5,◈마스터 퍼티 (내부용/5KG) 小,석재용 접착제 (에폭시) 석재용 에폭시 (8kg),P0000BGS,P0000BGS000A,41.38
(1)800평붓2,◈평붓 2인치,평붓 평 붓 2인치,P0000BIY,P0000BIY000A,100.0
(1)800평붓3,◈평붓 3인치,평붓 평 붓 3인치,P0000BIY,P0000BIY000B,100.0
(1)800평붓4,◈평붓 4인치,평붓 평 붓 4인치,P0000BIY,P0000BIY000C,100.0
(1)800평붓5,◈평붓 5인치,평붓 평 붓 5인치,P0000BIY,P0000BIY000D,100.0
(1)800플로3,◈플로베니아 (PVC보양재) 3T*900*1800,플로베니아 백색 900*1800 풀로베니아(플라스틱) 보양재 3T x 900 x 1800,P0000BLQ,P0000BLQ000A,84.44
(1)800피스다보,◈피스다보 (판매용),스텐 접시 양날피스 스텐 접시 양날피스 8 x 32,P0000BJE,P0000BJE000C,24.0
(1)800피스톤630,◈피스톤 - 630,"6단위실타카핀(615,618,625,630) 실타카핀615",P0000BJD,P0000BJD000A,60.0
(1)800피스톤CT64,◈피스톤 - CT64N,제일타카 1850A타카총/에어타카 CT64 타카총,P0000BIS,P0000BIS000E,27.78
(1)800피스톤F30,◈피스톤 - F30,제일타카 1850A타카총/에어타카 F30 타카총,P0000BIS,P0000BIS000A,60.0
(1)800하폼건월드1,◈월드폼[좋은폼] ☞(건용폼 / 우레탄폼)☞,월드폼좋은폼 건타입 월드폼 좋은폼 건타입,P0000CRZ,P0000CRZ000B,64.71
(1)800하폼건월드2,◈월드폼본드 B2 (접착용 / 건용),월드폼폼본드(난연/B2) 건타입 월드폼 폼본드(난연/B2) 건타입,P0000CRY,P0000CRY000E,56.41
(1)800하폼건월드3,◈스프레이폼 (월드폼/ 단열폼 / 건용),월드폼스프레이폼 건타입 월드폼 스프레이폼 건타입,P0000CSB,P0000CSB000B,72.0
(1)800하폼건월드4,◈스피드폼 (월드폼/ 건용),월드폼스피드폼 건타입 월드폼 스피드폼 건타입,P0000CSA,P0000CSA000B,84.21
(1)800하폼건월드5,◈티탄 방화폼 B1 (월드폼),월드폼티탄 B1 난연폼 월드폼 티탄 B1 난연폼,P0000CTM,P0000CTM000B,81.82
(1)800하폼건월드8,◈[일회용폼!!] 월드폼[좋은폼] (우레탄폼),월드폼좋은폼 (1회용/빨대형) 월드폼 좋은폼 (1회용/빨대형),P0000CTK,P0000CTK000B,58.33
(1)800하폼건월드9,◈☞폼건☜ 월드폼 251 (우레탄폼건),월드폼월드 251건 월드폼 월드 251건,P0000CTN,P0000CTN000B,60.61
(1)800하폼크리너,◈폼 크리너 (폼건 세척제),"우레탄폼 스프레이건용, 일회용, 크리너 폴리우레탄폼 전용 건 세척제",P0000BHA,P0000BHA000D,73.68
(1)800핫멜트1심,◈핫멜트 심 (접착제/1봉 25개),스틱형 다용도 접착제(핫멜트+글루건) 글루심(핫멜트) 1봉지(25ea),P0000BGN,P0000BGN000A,62.5
(1)800핫멜트건,◈핫멜트 건 ☞(고급 총)☞,스틱형 다용도 접착제(핫멜트+글루건) 글루건,P0000BGN,P0000BGN000B,48.28
(1)800핫팩,◈핫팩 [대형 160g],반코팅 장갑 (1타/10개) 1타 (10개),P0000BLZ,P0000BLZ000A,34.78
(1)800행가노출2,◈노출형행가 (노출형/흑색/양댐퍼) 2M,스텐 접시 양날피스 스텐 접시 양날피스 8 x 32,P0000BJE,P0000BJE000C,33.33
(1)800행가레일2,◈행가레일(사륜용) 2M (32*32),스텐 접시 양날피스 스텐 접시 양날피스 8 x 32,P0000BJE,P0000BJE000C,42.42
(1)800행가양댐30,◈반자동행가 로라셋트(양댐퍼) N30 [도어폭700이상],"행거레일댐퍼형(30kg,50kg,80kg) 양댐퍼 N30",P0000CBW,P0000CBW000C,45.61
(1)800행가양댐50,◈반자동행가 로라셋트(양댐퍼) N50 [도어폭900이상],"행거레일댐퍼형(30kg,50kg,80kg) 양댐퍼 N50",P0000CBW,P0000CBW000D,45.61
(1)800행가양댐80,◈반자동행가 로라셋트(양댐퍼) N80 [도어폭900이상],"행거레일댐퍼형(30kg,50kg,80kg) 양댐퍼 N80",P0000CBW,P0000CBW000E,45.61
(1)800행가하부촉,◈행가레일(사륜) 아연가이드(하부촉),"행거레일댐퍼형(30kg,50kg,80kg) 엘가이드",P0000CBW,P0000CBW000F,36.36
(1)800헤라대,◈실리콘마감용 헤라 (대),실리콘 마감용 헤라 실리콘 마감용 헤라 (대),P0000BLC,P0000BLC000C,69.57
(1)800헤라소,◈실리콘마감용 헤라 (소),실리콘 마감용 헤라 실리콘 마감용 헤라 (소),P0000BLC,P0000BLC000A,69.57
(1)800헤라중,◈실리콘마감용 헤라 (중),실리콘 마감용 헤라 실리콘 마감용 헤라 (중),P0000BLC,P0000BLC000B,69.57
(1)800호스10,◈파워호스 ∮8.0 [10 미터],스텐 접시 양날피스 스텐 접시 양날피스 8 x 50,P0000BJE,P0000BJE000E,45.16
(1)800호스20,◈파워호스 ∮8.0 [20 미터],스텐 접시 양날피스 스텐 접시 양날피스 8 x 50,P0000BJE,P0000BJE000E,45.16
(1)800호스30,◈파워호스 ∮8.0 [30 미터],레드파인계단재 계단판 38 x 300 x 3600,P0000BFO,P0000BFO000C,46.15
(1)800호차30,◈오메가 호차(30mm),재단비 결제 24~30mm,P0000BNF,P0000BNF000D,53.33
(1)A100뉴송11317,◈뉴송 39*51*3600(1.3*1.7) 폼다루끼 [단],라치(낙엽송)21x95x3000데크재 라치 데크재 21 x 95 x 3600,P0000BVZ,P0000BVZ000C,52.31
(1)A100뉴송21727,◈뉴송 51*81*3600(1.7*2.7) 정재투바이,"소송 각재(KD)다루끼,투바이,나나부 (KD) 소송 나나부 20x30x3600 1단",P0000BGC,P0000BGC000E,55.74
(1)A100뉴송32727,◈뉴송 81*81*3600(2.7*2.7) 산승각,뉴송 각재 39x51x3600 1단(6개),P0000BGE,P0000BGE000A,52.38
