ecount_prod_cd,ecount_prod_des,cafe24_product_no,cafe24_product_code,cafe24_product_name,similarity_score,ecount_out_price2
(1)600이보드23페,◈이보드 23T 900*2400 (페인트용),1600,P0000CJO,단열재 이보드<br>23T x 900 x 2400mm (페인트용),79.07,18600.0000000000
(1)600이보드33페,◈이보드 33T 900*2400 (페인트용),1601,P0000CJP,단열재 이보드<br>33T x 900 x 2400mm (페인트용),79.07,22400.0000000000
(1)700168401걸레,◈영림168PS120 401걸레받이 (40*9),1828,P0000CSI,영림116(PS010) 걸레받이몰딩 40 x 9 (mm),71.43,2400.0000000000
(1)700AL앵글도장,◈AL 앵글 (백색도장) 1.0T 19*19*3000,1692,P0000CNC,브라운 애쉬 집성판<br>사이드핑거 30T x 915 x 2300mm,39.38,2250.0000000000
(1)700A합7351935,◈합판문 36*735*1935,933,P0000BJX,"합판문/문틀<BR>735,835,935",64.29,61000.0000000000
(1)700B합7352035,◈합판문 36*735*2035,933,P0000BJX,"합판문/문틀<BR>735,835,935",57.14,61000.0000000000
(1)700C합8352035,◈합판문 36*835*2035,933,P0000BJX,"합판문/문틀<BR>735,835,935",64.29,61000.0000000000
(1)700D합9352035,◈합판문 36*935*2035,933,P0000BJX,"합판문/문틀<BR>735,835,935",57.14,66500.0000000000
(1)700E합8002000무,◈합판문틀 110*800*2000/식기무X,1563,P0000CID,태고합판<br>12T x 910 x 1820mm,42.11,44400.0000000000
(1)700F합8002000유,◈합판문틀 110*800*2000/식기유O,1563,P0000CID,태고합판<br>12T x 910 x 1820mm,42.11,52300.0000000000
(1)700G합8002100무,◈합판문틀 110*800*2100/식기무X,1563,P0000CID,태고합판<br>12T x 910 x 1820mm,42.11,44400.0000000000
(1)700H합9002100무,◈합판문틀 110*900*2100/식기무X,1589,P0000CJD,단열재 아이소핑크/압출법보온판 <br>10T x 900 x 1800mm,46.29,44400.0000000000
(1)700I합9002100유,◈합판문틀 110*900*2100/식기유O,1589,P0000CJD,단열재 아이소핑크/압출법보온판 <br>10T x 900 x 1800mm,46.29,52300.0000000000
(1)700J합1102100다,◈합판문틀 라왕 40*110*2100 다대,1618,P0000CKG,라왕 각재<br>10 x 40 x 2100mm 후지,43.24,15300.0000000000
(1)700K합100800요,◈합판문틀 라왕 40*110*800 요꼬,1231,P0000BVJ,이소바 그라스울 (1봉지/24장)<br>24K 50x450x1000,45.0,0.0000000000
(1)700L합110900요,◈합판문틀 라왕 40*110*900 요꼬,1231,P0000BVJ,이소바 그라스울 (1봉지/24장)<br>24K 50x450x1000,45.0,0.0000000000
(1)700P마이너메지95,◈PVC 마이너스 메지 9.5T(SS-1601) 10자,1401,P0000CBX,PVC 점검구,60.0,2500.0000000000
(1)700메지도장95,◈메지몰딩 백색도장/T형 9.5T 1P용 * 10자,987,P0000BLZ,반코팅 장갑 (1타/10개),33.75,3300.0000000000
(1)700영1162계단,◈영림116 2계단 소 (50*12) [중백색],1398,P0000CBU,검정색 몰딩<br>평몰딩 40~100mm<br>영림162,42.86,3200.0000000000
(1)700영116301걸레,◈영림116 301걸레받이 (30*9),1825,P0000CSF,영림116(PS010) 걸레받이몰딩 30 x 9 (mm),75.68,2200.0000000000
(1)700영116601걸레,◈영림116 601걸레받이 (60*9) [중백색],1829,P0000CSJ,영림116(PS010) 걸레받이몰딩 60 x 9 (mm),70.0,3100.0000000000
(1)700영11680020001,◈영림116 분리형 110*800*2000/식기유,1345,P0000BZT,영림<br>더도어 TA-11,48.0,81300.0000000000
(1)700영11680020002,◈영림116 분리형 110*800*2000/식기무,1345,P0000BZT,영림<br>더도어 TA-11,48.0,69000.0000000000
(1)700영11690021001,◈영림116 분리형 110*900*2100/식기유,1345,P0000BZT,영림<br>더도어 TA-11,48.0,81300.0000000000
(1)700영11690021002,◈영림116 분리형 110*900*2100/식기무,1345,P0000BZT,영림<br>더도어 TA-11,48.0,69000.0000000000
(1)700영116901걸레,◈영림116 901걸레받이 (90*9) [중백색],1830,P0000CSK,영림116(PS010) 걸레받이몰딩 90 x 9 (mm),70.0,3800.0000000000
(1)700영116P마이너,◈영림116 ★PVC★마이너스 (25*12) [중백색],1832,P0000CSM,영림 PVC 마이너스몰딩 25 x 12 (mm),70.27,3600.0000000000
(1)700영116마이너,◈영림116 마이너스몰딩 (25*15) [중백색],1823,P0000CSD,영림116(PS010) 마이너스몰딩 25 x 15 (mm),73.17,2600.0000000000
(1)700영116문선,◈영림116 문선 (58*15) [중백색],1830,P0000CSK,영림116(PS010) 걸레받이몰딩 90 x 9 (mm),47.37,4200.0000000000
(1)700영116시트,◈영림116 인테리어필름(M),1854,P0000CTI,영림 인테리어필름 영림175ㅣPX449ㅣ발렌블랑(M),72.0,8300.0000000000
(1)700영116엣지,◈영림116 엣지필름(25M),1830,P0000CSK,영림116(PS010) 걸레받이몰딩 90 x 9 (mm),52.94,5200.0000000000
(1)700영116천정1,◈영림116 천정1번 (80*12) [중백색],1827,P0000CSH,영림116(PS010) 평판몰딩 80 x 9 (mm),44.44,4300.0000000000
(1)700영116천정2,◈영림116 천정2번 (70*12) [중백색],1398,P0000CBU,검정색 몰딩<br>평몰딩 40~100mm<br>영림162,42.86,3800.0000000000
(1)700영116천정3,◈영림116 천정3번 (55*12) [중백색],1398,P0000CBU,검정색 몰딩<br>평몰딩 40~100mm<br>영림162,42.86,3300.0000000000
(1)700영116코너중,◈영림116 코너기둥65 (65*12) 중,1398,P0000CBU,검정색 몰딩<br>평몰딩 40~100mm<br>영림162,42.86,10500.0000000000
(1)700영116평100,◈영림116 평100 (100*9) [중백색],1827,P0000CSH,영림116(PS010) 평판몰딩 80 x 9 (mm),55.56,4100.0000000000
(1)700영116평120,◈영림116 평120 (120*9) [중백색],1827,P0000CSH,영림116(PS010) 평판몰딩 80 x 9 (mm),50.0,4800.0000000000
(1)700영116평160,◈영림116 평160 (160*9) [중백색],1826,P0000CSG,영림116(PS010) 평판몰딩 60 x 9 (mm),55.56,6100.0000000000
(1)700영116평200,◈영림116 평200 (200*9) [중백색],1827,P0000CSH,영림116(PS010) 평판몰딩 80 x 9 (mm),50.0,7000.0000000000
(1)700영116평250,◈영림116 평250 (250*9) [중백색],1827,P0000CSH,영림116(PS010) 평판몰딩 80 x 9 (mm),44.44,9000.0000000000
(1)700영116평30,◈영림116 평30 (30*9) [중백색],1824,P0000CSE,영림116(PS010) 평판몰딩 30 x 9 (mm),52.94,2100.0000000000
(1)700영116평300,◈영림116 평300 (300*9) [중백색],1824,P0000CSE,영림116(PS010) 평판몰딩 30 x 9 (mm),55.56,10600.0000000000
(1)700영116평40,◈영림116 평40 (40*9) [중백색],1822,P0000CSC,영림116(PS010) 평판몰딩 40 x 9 (mm),52.94,2400.0000000000
(1)700영116평60,◈영림116 평60 (60*9) [중백색],1826,P0000CSG,영림116(PS010) 평판몰딩 60 x 9 (mm),52.94,2800.0000000000
(1)700영116평80,◈영림116 평80 (80*9) [중백색],1827,P0000CSH,영림116(PS010) 평판몰딩 80 x 9 (mm),52.94,3400.0000000000
(1)700영116평문선,◈영림116 평문선 (60*12) [중백색],1823,P0000CSD,영림116(PS010) 마이너스몰딩 25 x 15 (mm),52.5,3400.0000000000
(1)700영161시트,◈영림161 인테리어필름(M),1854,P0000CTI,영림 인테리어필름 영림175ㅣPX449ㅣ발렌블랑(M),72.0,6600.0000000000
(1)700영168301걸레,◈영림168PS120 301걸레받이 (30*9),1825,P0000CSF,영림116(PS010) 걸레받이몰딩 30 x 9 (mm),71.43,2200.0000000000
(1)700영16890021002,◈영림168PS120 분리형 110*900*2100/식기무,1350,P0000BZY,영림<br>더도어 TA-16,48.0,69000.0000000000
(1)700영168마이너,◈영림168PS120 마이너스몰딩 (25*15),1823,P0000CSD,영림116(PS010) 마이너스몰딩 25 x 15 (mm),83.72,2600.0000000000
(1)700영168엣지,◈영림168PS120 엣지필름(25M),1823,P0000CSD,영림116(PS010) 마이너스몰딩 25 x 15 (mm),55.0,5200.0000000000
(1)700영168평30,◈영림168PS120 평30 (30*9),1824,P0000CSE,영림116(PS010) 평판몰딩 30 x 9 (mm),66.67,2100.0000000000
(1)700영168평40,◈영림168PS120 평40 (40*9),1822,P0000CSC,영림116(PS010) 평판몰딩 40 x 9 (mm),66.67,2400.0000000000
(1)700영168평60,◈영림168PS120 평60 (60*9),1826,P0000CSG,영림116(PS010) 평판몰딩 60 x 9 (mm),66.67,2800.0000000000
(1)700영169301걸레,◈영림169PS130 301걸레받이 (30*9),1825,P0000CSF,영림116(PS010) 걸레받이몰딩 30 x 9 (mm),71.43,2200.0000000000
(1)700영169401걸레,◈영림169PS130 401걸레받이 (40*9),1828,P0000CSI,영림116(PS010) 걸레받이몰딩 40 x 9 (mm),71.43,2400.0000000000
(1)700영16990021002,◈영림169PS130 분리형 110*900*2100/식기무,1350,P0000BZY,영림<br>더도어 TA-16,48.0,69000.0000000000
(1)700영169마이너,◈영림169PS130 마이너스몰딩 (25*15),1823,P0000CSD,영림116(PS010) 마이너스몰딩 25 x 15 (mm),83.72,2600.0000000000
(1)700영169엣지,◈영림169PS130 엣지필름(25M),1823,P0000CSD,영림116(PS010) 마이너스몰딩 25 x 15 (mm),55.0,5200.0000000000
(1)700영169평30,◈영림169PS130 평30 (30*9),1824,P0000CSE,영림116(PS010) 평판몰딩 30 x 9 (mm),66.67,2100.0000000000
(1)700영169평40,◈영림169PS130 평40 (40*9),1822,P0000CSC,영림116(PS010) 평판몰딩 40 x 9 (mm),66.67,2400.0000000000
(1)700영169평60,◈영림169PS130 평60 (60*9),1826,P0000CSG,영림116(PS010) 평판몰딩 60 x 9 (mm),66.67,2800.0000000000
(1)700영194301걸레,◈영림194PS160 301걸레받이 (30*9),1825,P0000CSF,영림116(PS010) 걸레받이몰딩 30 x 9 (mm),66.67,2200.0000000000
(1)700영194401걸레,◈영림194PS160 401걸레받이 (40*9),1828,P0000CSI,영림116(PS010) 걸레받이몰딩 40 x 9 (mm),66.67,2400.0000000000
(1)700영194마이너스,◈영림194PS160 마이너스몰딩 (25*15),1823,P0000CSD,영림116(PS010) 마이너스몰딩 25 x 15 (mm),79.07,2600.0000000000
(1)700영194평30,◈영림194PS160 평30 (30*9),1824,P0000CSE,영림116(PS010) 평판몰딩 30 x 9 (mm),61.11,2100.0000000000
(1)700영194평40,◈영림194PS160 평40 (40*9),1822,P0000CSC,영림116(PS010) 평판몰딩 40 x 9 (mm),61.11,2400.0000000000
(1)700영194평60,◈영림194PS160 평60 (60*9),1826,P0000CSG,영림116(PS010) 평판몰딩 60 x 9 (mm),61.11,2800.0000000000
(1)700영195301걸레,◈영림195PS170 301걸레받이 (30*9),1825,P0000CSF,영림116(PS010) 걸레받이몰딩 30 x 9 (mm),66.67,2200.0000000000
(1)700영195401걸레,◈영림195PS170 401걸레받이 (40*9),1828,P0000CSI,영림116(PS010) 걸레받이몰딩 40 x 9 (mm),66.67,2400.0000000000
(1)700영195엣지,◈영림195PS170 엣지필름 (25M),1823,P0000CSD,영림116(PS010) 마이너스몰딩 25 x 15 (mm),50.0,0.0000000000
(1)700영2580020001,◈영림25 분리형 110*800*2000/식기유,1346,P0000BZU,영림<br>더도어 TA-12,38.57,81300.0000000000
(1)700영2580020002,◈영림25 분리형 110*800*2000/식기무,1346,P0000BZU,영림<br>더도어 TA-12,38.57,69000.0000000000
(1)700영2590021001,◈영림25 분리형 110*900*2100/식기유,1592,P0000CJG,단열재 아이소핑크/압출법보온판 <br>50T x 900 x 1800mm,42.35,81300.0000000000
(1)700영2590021002,◈영림25 분리형 110*900*2100/식기무,1592,P0000CJG,단열재 아이소핑크/압출법보온판 <br>50T x 900 x 1800mm,42.35,69000.0000000000
(1)700영25코너대,◈영림25 코너기둥100 (100*12) 대,1622,P0000CKK,KCC 차음 석고보드<BR>12.5 x 900 x 1800mm (1236),47.65,13100.0000000000
(1)700영25코너소,◈영림25 코너기둥40 (40*9) 소,1238,P0000BVQ,"인디언오크 몰딩<br>평판문선,천장,걸레받이<br>영림40",40.0,7300.0000000000
(1)700영2780020001,◈영림27 분리형 110*800*2000/식기유,1346,P0000BZU,영림<br>더도어 TA-12,38.57,81300.0000000000
(1)700영2780020002,◈영림27 분리형 110*800*2000/식기무,1346,P0000BZU,영림<br>더도어 TA-12,38.57,69000.0000000000
(1)700영2790021001,◈영림27 분리형 110*900*2100/식기유,1590,P0000CJE,단열재 아이소핑크/압출법보온판 <br>20T x 900 x 1800mm,42.35,81300.0000000000
(1)700영3480020002,◈영림34 분리형 110*800*2000/식기무,1347,P0000BZV,영림<br>더도어 TA-13,38.57,69000.0000000000
(1)700영402계단,◈영림40 2계단 소 (50*12) [인디언오크],1336,P0000BZK,영림<br>더도어 TA-02,45.0,3200.0000000000
(1)700영403계단,◈영림40 3계단 (48*15) [인디언오크],1238,P0000BVQ,"인디언오크 몰딩<br>평판문선,천장,걸레받이<br>영림40",42.86,3500.0000000000
(1)700영4080020001,◈영림40 분리형 110*800*2000/식기유,1348,P0000BZW,영림<br>더도어 TA-14,38.57,81300.0000000000
(1)700영4080020002,◈영림40 분리형 110*800*2000/식기무,1348,P0000BZW,영림<br>더도어 TA-14,38.57,69000.0000000000
(1)700영4090021001,◈영림40 분리형 110*900*2100/식기유,1593,P0000CJH,단열재 아이소핑크/압출법보온판 <br>100T x 900 x 1800mm,42.35,81300.0000000000
(1)700영4090021002,◈영림40 분리형 110*900*2100/식기무,1593,P0000CJH,단열재 아이소핑크/압출법보온판 <br>100T x 900 x 1800mm,42.35,69000.0000000000
(1)700영40901걸레,◈영림40 901걸레받이 (90*9) [인디언오크],1830,P0000CSK,영림116(PS010) 걸레받이몰딩 90 x 9 (mm),53.66,3800.0000000000
